Entity,Code,Date,Total confirmed deaths due to COVID-19 per million people (deaths per million)
Kenya,KEN,"Apr 17, 2020",0.205
Kenya,KEN,"Apr 18, 2020",0.205
Kenya,KEN,"Apr 19, 2020",0.223
Kenya,KEN,"Apr 20, 2020",0.26
Kenya,KEN,"Apr 21, 2020",0.26
Kenya,KEN,"Apr 22, 2020",0.26
Kenya,KEN,"Apr 23, 2020",0.26
Kenya,KEN,"Apr 24, 2020",0.26
Kenya,KEN,"Apr 25, 2020",0.26
Kenya,KEN,"Apr 26, 2020",0.26
Kenya,KEN,"Apr 27, 2020",0.26
Kenya,KEN,"Apr 28, 2020",0.26
Kenya,KEN,"Apr 29, 2020",0.26
Kenya,KEN,"Apr 30, 2020",0.279
Kenya,KEN,"May 1, 2020",0.316
Kosovo,OWID_KOS,"Mar 23, 2020",0.517
Kosovo,OWID_KOS,"Mar 24, 2020",0.517
Kosovo,OWID_KOS,"Mar 25, 2020",0.517
Kosovo,OWID_KOS,"Mar 26, 2020",0.517
Kosovo,OWID_KOS,"Mar 27, 2020",0.517
Kosovo,OWID_KOS,"Mar 28, 2020",0.517
Kosovo,OWID_KOS,"Mar 29, 2020",0.517
Kosovo,OWID_KOS,"Mar 30, 2020",0.517
Kosovo,OWID_KOS,"Mar 31, 2020",0.517
Kosovo,OWID_KOS,"Apr 1, 2020",0.517
Kosovo,OWID_KOS,"Apr 2, 2020",0.517
Kosovo,OWID_KOS,"Apr 3, 2020",0.517
Kosovo,OWID_KOS,"Apr 4, 2020",0.517
Kosovo,OWID_KOS,"Apr 5, 2020",0.517
Kosovo,OWID_KOS,"Apr 6, 2020",0.517
Kosovo,OWID_KOS,"Apr 7, 2020",1.552
Kosovo,OWID_KOS,"Apr 8, 2020",2.587
Kosovo,OWID_KOS,"Apr 9, 2020",2.587
Kosovo,OWID_KOS,"Apr 10, 2020",3.622
Kosovo,OWID_KOS,"Apr 11, 2020",3.622
Kosovo,OWID_KOS,"Apr 12, 2020",3.622
Kosovo,OWID_KOS,"Apr 13, 2020",3.622
Kosovo,OWID_KOS,"Apr 14, 2020",4.139
Kosovo,OWID_KOS,"Apr 15, 2020",4.139
Kosovo,OWID_KOS,"Apr 16, 2020",4.657
Kosovo,OWID_KOS,"Apr 17, 2020",5.691
Kosovo,OWID_KOS,"Apr 18, 2020",6.209
Kosovo,OWID_KOS,"Apr 19, 2020",6.209
Kosovo,OWID_KOS,"Apr 20, 2020",6.209
Kosovo,OWID_KOS,"Apr 21, 2020",7.761
Kosovo,OWID_KOS,"Apr 22, 2020",9.313
Kosovo,OWID_KOS,"Apr 23, 2020",9.313
Kosovo,OWID_KOS,"Apr 24, 2020",9.83
Kosovo,OWID_KOS,"Apr 25, 2020",9.83
Kosovo,OWID_KOS,"Apr 26, 2020",10.348
Kosovo,OWID_KOS,"Apr 27, 2020",10.865
Kosovo,OWID_KOS,"Apr 28, 2020",11.383
Kosovo,OWID_KOS,"Apr 29, 2020",11.383
Kosovo,OWID_KOS,"Apr 30, 2020",11.383
Kosovo,OWID_KOS,"May 1, 2020",11.383
Kuwait,KWT,"Apr 5, 2020",0.234
Kuwait,KWT,"Apr 6, 2020",0.234
Kuwait,KWT,"Apr 7, 2020",0.234
Kuwait,KWT,"Apr 8, 2020",0.234
Kuwait,KWT,"Apr 9, 2020",0.234
Kuwait,KWT,"Apr 10, 2020",0.234
Kuwait,KWT,"Apr 11, 2020",0.234
Kuwait,KWT,"Apr 12, 2020",0.234
Kuwait,KWT,"Apr 13, 2020",0.234
Kuwait,KWT,"Apr 14, 2020",0.468
Kuwait,KWT,"Apr 15, 2020",0.702
Kuwait,KWT,"Apr 16, 2020",0.702
Kuwait,KWT,"Apr 17, 2020",0.702
Kuwait,KWT,"Apr 18, 2020",1.171
Kuwait,KWT,"Apr 19, 2020",1.405
Kuwait,KWT,"Apr 20, 2020",1.639
Kuwait,KWT,"Apr 21, 2020",2.107
Kuwait,KWT,"Apr 22, 2020",2.576
Kuwait,KWT,"Apr 23, 2020",3.044
Kuwait,KWT,"Apr 24, 2020",3.278
Kuwait,KWT,"Apr 25, 2020",3.512
Kuwait,KWT,"Apr 26, 2020",4.449
Kuwait,KWT,"Apr 27, 2020",4.683
Kuwait,KWT,"Apr 28, 2020",5.152
Kuwait,KWT,"Apr 29, 2020",5.386
Kuwait,KWT,"Apr 30, 2020",5.62
Kuwait,KWT,"May 1, 2020",6.088
Kyrgyzstan,KGZ,"Apr 2, 2020",0.153
Kyrgyzstan,KGZ,"Apr 3, 2020",0.153
Kyrgyzstan,KGZ,"Apr 4, 2020",0.153
Kyrgyzstan,KGZ,"Apr 5, 2020",0.153
Kyrgyzstan,KGZ,"Apr 6, 2020",0.613
Kyrgyzstan,KGZ,"Apr 7, 2020",0.613
Kyrgyzstan,KGZ,"Apr 8, 2020",0.613
Kyrgyzstan,KGZ,"Apr 9, 2020",0.613
Kyrgyzstan,KGZ,"Apr 10, 2020",0.766
Kyrgyzstan,KGZ,"Apr 11, 2020",0.766
Kyrgyzstan,KGZ,"Apr 12, 2020",0.766
Kyrgyzstan,KGZ,"Apr 13, 2020",0.766
Kyrgyzstan,KGZ,"Apr 14, 2020",0.766
Kyrgyzstan,KGZ,"Apr 15, 2020",0.766
Kyrgyzstan,KGZ,"Apr 16, 2020",0.766
Kyrgyzstan,KGZ,"Apr 17, 2020",0.766
Kyrgyzstan,KGZ,"Apr 18, 2020",0.766
Kyrgyzstan,KGZ,"Apr 19, 2020",0.766
Kyrgyzstan,KGZ,"Apr 20, 2020",1.073
Kyrgyzstan,KGZ,"Apr 21, 2020",1.073
Kyrgyzstan,KGZ,"Apr 22, 2020",1.073
Kyrgyzstan,KGZ,"Apr 23, 2020",1.226
Kyrgyzstan,KGZ,"Apr 24, 2020",1.226
Kyrgyzstan,KGZ,"Apr 25, 2020",1.226
Kyrgyzstan,KGZ,"Apr 26, 2020",1.226
Kyrgyzstan,KGZ,"Apr 27, 2020",1.226
Kyrgyzstan,KGZ,"Apr 28, 2020",1.226
Kyrgyzstan,KGZ,"Apr 29, 2020",1.226
Kyrgyzstan,KGZ,"Apr 30, 2020",1.226
Kyrgyzstan,KGZ,"May 1, 2020",1.226
Latvia,LVA,"Apr 4, 2020",0.53
Latvia,LVA,"Apr 5, 2020",0.53
Latvia,LVA,"Apr 6, 2020",0.53
Latvia,LVA,"Apr 7, 2020",0.53
Latvia,LVA,"Apr 8, 2020",1.06
Latvia,LVA,"Apr 9, 2020",1.06
Latvia,LVA,"Apr 10, 2020",1.06
Latvia,LVA,"Apr 11, 2020",1.06
Latvia,LVA,"Apr 12, 2020",1.59
Latvia,LVA,"Apr 13, 2020",2.651
Latvia,LVA,"Apr 14, 2020",2.651
Latvia,LVA,"Apr 15, 2020",2.651
Latvia,LVA,"Apr 16, 2020",2.651
Latvia,LVA,"Apr 17, 2020",2.651
Latvia,LVA,"Apr 18, 2020",2.651
Latvia,LVA,"Apr 19, 2020",2.651
Latvia,LVA,"Apr 20, 2020",2.651
Latvia,LVA,"Apr 21, 2020",2.651
Latvia,LVA,"Apr 22, 2020",4.771
Latvia,LVA,"Apr 23, 2020",5.832
Latvia,LVA,"Apr 24, 2020",5.832
Latvia,LVA,"Apr 25, 2020",6.362
Latvia,LVA,"Apr 26, 2020",6.362
Latvia,LVA,"Apr 27, 2020",6.362
Latvia,LVA,"Apr 28, 2020",6.892
Latvia,LVA,"Apr 29, 2020",6.892
Latvia,LVA,"Apr 30, 2020",7.952
Latvia,LVA,"May 1, 2020",7.952
Lebanon,LBN,"Mar 11, 2020",0.147
Lebanon,LBN,"Mar 12, 2020",0.293
Lebanon,LBN,"Mar 13, 2020",0.293
Lebanon,LBN,"Mar 15, 2020",0.44
Lebanon,LBN,"Mar 16, 2020",0.44
Lebanon,LBN,"Mar 17, 2020",0.44
Lebanon,LBN,"Mar 18, 2020",0.44
Lebanon,LBN,"Mar 19, 2020",0.586
Lebanon,LBN,"Mar 20, 2020",0.586
Lebanon,LBN,"Mar 21, 2020",0.586
Lebanon,LBN,"Mar 22, 2020",0.586
Lebanon,LBN,"Mar 23, 2020",0.586
Lebanon,LBN,"Mar 24, 2020",0.586
Lebanon,LBN,"Mar 25, 2020",0.586
Lebanon,LBN,"Mar 26, 2020",0.586
Lebanon,LBN,"Mar 27, 2020",0.879
Lebanon,LBN,"Mar 28, 2020",1.026
Lebanon,LBN,"Mar 29, 2020",1.172
Lebanon,LBN,"Mar 30, 2020",1.465
Lebanon,LBN,"Mar 31, 2020",1.612
Lebanon,LBN,"Apr 1, 2020",1.758
Lebanon,LBN,"Apr 2, 2020",1.758
Lebanon,LBN,"Apr 3, 2020",2.344
Lebanon,LBN,"Apr 4, 2020",2.344
Lebanon,LBN,"Apr 5, 2020",2.491
Lebanon,LBN,"Apr 6, 2020",2.637
Lebanon,LBN,"Apr 7, 2020",2.784
Lebanon,LBN,"Apr 8, 2020",2.784
Lebanon,LBN,"Apr 9, 2020",2.784
Lebanon,LBN,"Apr 10, 2020",2.784
Lebanon,LBN,"Apr 11, 2020",2.93
Lebanon,LBN,"Apr 12, 2020",2.93
Lebanon,LBN,"Apr 13, 2020",2.93
Lebanon,LBN,"Apr 14, 2020",2.93
Lebanon,LBN,"Apr 15, 2020",3.077
Lebanon,LBN,"Apr 16, 2020",3.077
Lebanon,LBN,"Apr 17, 2020",3.077
Lebanon,LBN,"Apr 18, 2020",3.077
Lebanon,LBN,"Apr 19, 2020",3.077
Lebanon,LBN,"Apr 20, 2020",3.077
Lebanon,LBN,"Apr 21, 2020",3.077
Lebanon,LBN,"Apr 22, 2020",3.077
Lebanon,LBN,"Apr 23, 2020",3.223
Lebanon,LBN,"Apr 24, 2020",3.223
Lebanon,LBN,"Apr 25, 2020",3.223
Lebanon,LBN,"Apr 26, 2020",3.516
Lebanon,LBN,"Apr 27, 2020",3.516
Lebanon,LBN,"Apr 28, 2020",3.516
Lebanon,LBN,"Apr 29, 2020",3.516
Lebanon,LBN,"Apr 30, 2020",3.516
Lebanon,LBN,"May 1, 2020",3.516
Liberia,LBR,"Apr 5, 2020",0.198
Liberia,LBR,"Apr 6, 2020",0.593
Liberia,LBR,"Apr 7, 2020",0.593
Liberia,LBR,"Apr 8, 2020",0.593
Liberia,LBR,"Apr 9, 2020",0.791
Liberia,LBR,"Apr 10, 2020",0.791
Liberia,LBR,"Apr 11, 2020",0.791
Liberia,LBR,"Apr 12, 2020",0.989
Liberia,LBR,"Apr 13, 2020",0.989
Liberia,LBR,"Apr 14, 2020",1.186
Liberia,LBR,"Apr 15, 2020",1.186
Liberia,LBR,"Apr 16, 2020",1.186
Liberia,LBR,"Apr 17, 2020",1.186
Liberia,LBR,"Apr 18, 2020",1.384
Liberia,LBR,"Apr 19, 2020",1.384
Liberia,LBR,"Apr 20, 2020",1.582
Liberia,LBR,"Apr 21, 2020",1.582
Liberia,LBR,"Apr 22, 2020",1.582
Liberia,LBR,"Apr 23, 2020",1.582
Liberia,LBR,"Apr 24, 2020",1.582
Liberia,LBR,"Apr 25, 2020",1.582
Liberia,LBR,"Apr 26, 2020",2.175
Liberia,LBR,"Apr 27, 2020",2.373
Liberia,LBR,"Apr 28, 2020",3.164
Liberia,LBR,"Apr 29, 2020",3.164
Liberia,LBR,"Apr 30, 2020",3.164
Liberia,LBR,"May 1, 2020",3.164
Libya,LBY,"Apr 3, 2020",0.146
Libya,LBY,"Apr 4, 2020",0.146
Libya,LBY,"Apr 5, 2020",0.146
Libya,LBY,"Apr 6, 2020",0.146
Libya,LBY,"Apr 7, 2020",0.146
Libya,LBY,"Apr 8, 2020",0.146
Libya,LBY,"Apr 9, 2020",0.146
Libya,LBY,"Apr 10, 2020",0.146
Libya,LBY,"Apr 11, 2020",0.146
Libya,LBY,"Apr 12, 2020",0.146
Libya,LBY,"Apr 13, 2020",0.146
Libya,LBY,"Apr 14, 2020",0.146
Libya,LBY,"Apr 15, 2020",0.146
Libya,LBY,"Apr 16, 2020",0.146
Libya,LBY,"Apr 17, 2020",0.146
Libya,LBY,"Apr 18, 2020",0.146
Libya,LBY,"Apr 19, 2020",0.146
Libya,LBY,"Apr 20, 2020",0.146
Libya,LBY,"Apr 21, 2020",0.146
Libya,LBY,"Apr 22, 2020",0.146
Libya,LBY,"Apr 23, 2020",0.146
Libya,LBY,"Apr 24, 2020",0.291
Libya,LBY,"Apr 25, 2020",0.291
Libya,LBY,"Apr 26, 2020",0.291
Libya,LBY,"Apr 27, 2020",0.291
Libya,LBY,"Apr 28, 2020",0.291
Libya,LBY,"Apr 29, 2020",0.291
Libya,LBY,"Apr 30, 2020",0.291
Libya,LBY,"May 1, 2020",0.437
Liechtenstein,LIE,"Apr 5, 2020",26.221
Liechtenstein,LIE,"Apr 6, 2020",26.221
Liechtenstein,LIE,"Apr 7, 2020",26.221
Liechtenstein,LIE,"Apr 8, 2020",26.221
Liechtenstein,LIE,"Apr 9, 2020",26.221
Liechtenstein,LIE,"Apr 10, 2020",26.221
Liechtenstein,LIE,"Apr 11, 2020",26.221
Liechtenstein,LIE,"Apr 12, 2020",26.221
Liechtenstein,LIE,"Apr 13, 2020",26.221
Liechtenstein,LIE,"Apr 14, 2020",26.221
Liechtenstein,LIE,"Apr 15, 2020",26.221
Liechtenstein,LIE,"Apr 16, 2020",26.221
Liechtenstein,LIE,"Apr 17, 2020",26.221
Liechtenstein,LIE,"Apr 18, 2020",26.221
Liechtenstein,LIE,"Apr 19, 2020",26.221
Liechtenstein,LIE,"Apr 20, 2020",26.221
Liechtenstein,LIE,"Apr 21, 2020",26.221
Liechtenstein,LIE,"Apr 22, 2020",26.221
Liechtenstein,LIE,"Apr 23, 2020",26.221
Liechtenstein,LIE,"Apr 24, 2020",26.221
Liechtenstein,LIE,"Apr 25, 2020",26.221
Liechtenstein,LIE,"Apr 26, 2020",26.221
Liechtenstein,LIE,"Apr 27, 2020",26.221
Liechtenstein,LIE,"Apr 28, 2020",26.221
Liechtenstein,LIE,"Apr 29, 2020",26.221
Liechtenstein,LIE,"Apr 30, 2020",26.221
Liechtenstein,LIE,"May 1, 2020",26.221
Lithuania,LTU,"Mar 21, 2020",0.367
Lithuania,LTU,"Mar 22, 2020",0.367
Lithuania,LTU,"Mar 23, 2020",0.367
Lithuania,LTU,"Mar 24, 2020",0.367
Lithuania,LTU,"Mar 25, 2020",0.735
Lithuania,LTU,"Mar 26, 2020",1.469
Lithuania,LTU,"Mar 27, 2020",1.469
Lithuania,LTU,"Mar 28, 2020",1.837
Lithuania,LTU,"Mar 29, 2020",2.571
Lithuania,LTU,"Mar 30, 2020",2.571
Lithuania,LTU,"Mar 31, 2020",2.571
Lithuania,LTU,"Apr 1, 2020",2.571
Lithuania,LTU,"Apr 2, 2020",2.939
Lithuania,LTU,"Apr 3, 2020",3.306
Lithuania,LTU,"Apr 4, 2020",3.306
Lithuania,LTU,"Apr 5, 2020",3.306
Lithuania,LTU,"Apr 6, 2020",4.775
Lithuania,LTU,"Apr 7, 2020",5.143
Lithuania,LTU,"Apr 8, 2020",5.51
Lithuania,LTU,"Apr 9, 2020",5.51
Lithuania,LTU,"Apr 10, 2020",5.51
Lithuania,LTU,"Apr 11, 2020",6.245
Lithuania,LTU,"Apr 12, 2020",8.449
Lithuania,LTU,"Apr 13, 2020",8.816
Lithuania,LTU,"Apr 14, 2020",8.816
Lithuania,LTU,"Apr 15, 2020",8.816
Lithuania,LTU,"Apr 16, 2020",10.653
Lithuania,LTU,"Apr 17, 2020",11.755
Lithuania,LTU,"Apr 18, 2020",12.122
Lithuania,LTU,"Apr 19, 2020",12.122
Lithuania,LTU,"Apr 20, 2020",13.224
Lithuania,LTU,"Apr 21, 2020",13.591
Lithuania,LTU,"Apr 22, 2020",13.959
Lithuania,LTU,"Apr 23, 2020",13.959
Lithuania,LTU,"Apr 24, 2020",14.694
Lithuania,LTU,"Apr 25, 2020",14.694
Lithuania,LTU,"Apr 26, 2020",15.061
Lithuania,LTU,"Apr 27, 2020",15.061
Lithuania,LTU,"Apr 28, 2020",15.061
Lithuania,LTU,"Apr 29, 2020",16.163
Lithuania,LTU,"Apr 30, 2020",16.53
Lithuania,LTU,"May 1, 2020",16.53
Luxembourg,LUX,"Mar 14, 2020",1.598
Luxembourg,LUX,"Mar 16, 2020",1.598
Luxembourg,LUX,"Mar 17, 2020",1.598
Luxembourg,LUX,"Mar 18, 2020",1.598
Luxembourg,LUX,"Mar 19, 2020",3.195
Luxembourg,LUX,"Mar 20, 2020",6.39
Luxembourg,LUX,"Mar 21, 2020",7.988
Luxembourg,LUX,"Mar 22, 2020",12.78
Luxembourg,LUX,"Mar 23, 2020",12.78
Luxembourg,LUX,"Mar 24, 2020",12.78
Luxembourg,LUX,"Mar 25, 2020",12.78
Luxembourg,LUX,"Mar 26, 2020",12.78
Luxembourg,LUX,"Mar 27, 2020",14.378
Luxembourg,LUX,"Mar 28, 2020",23.963
Luxembourg,LUX,"Mar 29, 2020",28.755
Luxembourg,LUX,"Mar 30, 2020",33.548
Luxembourg,LUX,"Mar 31, 2020",35.145
Luxembourg,LUX,"Apr 1, 2020",36.743
Luxembourg,LUX,"Apr 2, 2020",46.328
Luxembourg,LUX,"Apr 3, 2020",47.925
Luxembourg,LUX,"Apr 4, 2020",49.523
Luxembourg,LUX,"Apr 5, 2020",49.523
Luxembourg,LUX,"Apr 6, 2020",57.51
Luxembourg,LUX,"Apr 7, 2020",65.498
Luxembourg,LUX,"Apr 8, 2020",70.29
Luxembourg,LUX,"Apr 9, 2020",73.485
Luxembourg,LUX,"Apr 10, 2020",83.07
Luxembourg,LUX,"Apr 11, 2020",86.265
Luxembourg,LUX,"Apr 12, 2020",99.045
Luxembourg,LUX,"Apr 13, 2020",105.435
Luxembourg,LUX,"Apr 14, 2020",107.033
Luxembourg,LUX,"Apr 15, 2020",107.033
Luxembourg,LUX,"Apr 16, 2020",110.228
Luxembourg,LUX,"Apr 17, 2020",110.228
Luxembourg,LUX,"Apr 18, 2020",115.02
Luxembourg,LUX,"Apr 19, 2020",115.02
Luxembourg,LUX,"Apr 20, 2020",116.618
Luxembourg,LUX,"Apr 21, 2020",119.813
Luxembourg,LUX,"Apr 22, 2020",124.605
Luxembourg,LUX,"Apr 23, 2020",127.8
Luxembourg,LUX,"Apr 24, 2020",132.593
Luxembourg,LUX,"Apr 25, 2020",135.788
Luxembourg,LUX,"Apr 26, 2020",135.788
Luxembourg,LUX,"Apr 27, 2020",140.58
Luxembourg,LUX,"Apr 28, 2020",140.58
Luxembourg,LUX,"Apr 29, 2020",142.178
Luxembourg,LUX,"Apr 30, 2020",142.178
Luxembourg,LUX,"May 1, 2020",143.775
Macedonia,MKD,"Mar 23, 2020",0.48
Macedonia,MKD,"Mar 24, 2020",0.96
Macedonia,MKD,"Mar 25, 2020",0.96
Macedonia,MKD,"Mar 26, 2020",0.96
Macedonia,MKD,"Mar 27, 2020",1.44
Macedonia,MKD,"Mar 28, 2020",1.44
Macedonia,MKD,"Mar 29, 2020",1.92
Macedonia,MKD,"Mar 30, 2020",2.88
Macedonia,MKD,"Mar 31, 2020",3.36
Macedonia,MKD,"Apr 1, 2020",4.32
Macedonia,MKD,"Apr 2, 2020",4.8
Macedonia,MKD,"Apr 3, 2020",5.28
Macedonia,MKD,"Apr 4, 2020",5.76
Macedonia,MKD,"Apr 5, 2020",8.16
Macedonia,MKD,"Apr 6, 2020",8.16
Macedonia,MKD,"Apr 7, 2020",10.08
Macedonia,MKD,"Apr 8, 2020",12.48
Macedonia,MKD,"Apr 9, 2020",14.4
Macedonia,MKD,"Apr 10, 2020",15.36
Macedonia,MKD,"Apr 11, 2020",15.36
Macedonia,MKD,"Apr 12, 2020",16.32
Macedonia,MKD,"Apr 13, 2020",16.32
Macedonia,MKD,"Apr 14, 2020",18.24
Macedonia,MKD,"Apr 15, 2020",21.12
Macedonia,MKD,"Apr 16, 2020",21.6
Macedonia,MKD,"Apr 17, 2020",22.08
Macedonia,MKD,"Apr 18, 2020",23.519
Macedonia,MKD,"Apr 19, 2020",23.519
Macedonia,MKD,"Apr 20, 2020",24.479
Macedonia,MKD,"Apr 21, 2020",25.919
Macedonia,MKD,"Apr 22, 2020",26.399
Macedonia,MKD,"Apr 23, 2020",26.879
Macedonia,MKD,"Apr 24, 2020",26.879
Macedonia,MKD,"Apr 25, 2020",27.359
Macedonia,MKD,"Apr 26, 2020",28.319
Macedonia,MKD,"Apr 27, 2020",29.279
Macedonia,MKD,"Apr 28, 2020",31.199
Macedonia,MKD,"Apr 29, 2020",34.079
Macedonia,MKD,"Apr 30, 2020",35.039
Macedonia,MKD,"May 1, 2020",36.959
Malawi,MWI,"Apr 8, 2020",0.052
Malawi,MWI,"Apr 9, 2020",0.052
Malawi,MWI,"Apr 10, 2020",0.052
Malawi,MWI,"Apr 11, 2020",0.052
Malawi,MWI,"Apr 12, 2020",0.105
Malawi,MWI,"Apr 13, 2020",0.105
Malawi,MWI,"Apr 14, 2020",0.105
Malawi,MWI,"Apr 15, 2020",0.105
Malawi,MWI,"Apr 16, 2020",0.105
Malawi,MWI,"Apr 17, 2020",0.105
Malawi,MWI,"Apr 18, 2020",0.105
Malawi,MWI,"Apr 19, 2020",0.105
Malawi,MWI,"Apr 20, 2020",0.105
Malawi,MWI,"Apr 21, 2020",0.105
Malawi,MWI,"Apr 22, 2020",0.105
Malawi,MWI,"Apr 23, 2020",0.157
Malawi,MWI,"Apr 24, 2020",0.157
Malawi,MWI,"Apr 25, 2020",0.157
Malawi,MWI,"Apr 26, 2020",0.157
Malawi,MWI,"Apr 27, 2020",0.157
Malawi,MWI,"Apr 28, 2020",0.157
Malawi,MWI,"Apr 29, 2020",0.157
Malawi,MWI,"Apr 30, 2020",0.157
Malawi,MWI,"May 1, 2020",0.157
Malaysia,MYS,"Mar 18, 2020",0.062
Malaysia,MYS,"Mar 19, 2020",0.062
Malaysia,MYS,"Mar 20, 2020",0.062
Malaysia,MYS,"Mar 21, 2020",0.062
Malaysia,MYS,"Mar 22, 2020",0.124
Malaysia,MYS,"Mar 23, 2020",0.309
Malaysia,MYS,"Mar 24, 2020",0.433
Malaysia,MYS,"Mar 25, 2020",0.463
Malaysia,MYS,"Mar 26, 2020",0.587
Malaysia,MYS,"Mar 27, 2020",0.711
Malaysia,MYS,"Mar 28, 2020",0.803
Malaysia,MYS,"Mar 29, 2020",0.834
Malaysia,MYS,"Mar 30, 2020",1.05
Malaysia,MYS,"Mar 31, 2020",1.143
Malaysia,MYS,"Apr 1, 2020",1.329
Malaysia,MYS,"Apr 2, 2020",1.39
Malaysia,MYS,"Apr 3, 2020",1.545
Malaysia,MYS,"Apr 4, 2020",1.638
Malaysia,MYS,"Apr 5, 2020",1.761
Malaysia,MYS,"Apr 6, 2020",1.885
Malaysia,MYS,"Apr 7, 2020",1.916
Malaysia,MYS,"Apr 8, 2020",1.946
Malaysia,MYS,"Apr 9, 2020",2.008
Malaysia,MYS,"Apr 10, 2020",2.07
Malaysia,MYS,"Apr 11, 2020",2.163
Malaysia,MYS,"Apr 12, 2020",2.255
Malaysia,MYS,"Apr 13, 2020",2.348
Malaysia,MYS,"Apr 14, 2020",2.379
Malaysia,MYS,"Apr 15, 2020",2.534
Malaysia,MYS,"Apr 16, 2020",2.564
Malaysia,MYS,"Apr 17, 2020",2.595
Malaysia,MYS,"Apr 18, 2020",2.657
Malaysia,MYS,"Apr 19, 2020",2.719
Malaysia,MYS,"Apr 20, 2020",2.75
Malaysia,MYS,"Apr 21, 2020",2.75
Malaysia,MYS,"Apr 22, 2020",2.842
Malaysia,MYS,"Apr 23, 2020",2.873
Malaysia,MYS,"Apr 24, 2020",2.935
Malaysia,MYS,"Apr 25, 2020",2.966
Malaysia,MYS,"Apr 26, 2020",3.028
Malaysia,MYS,"Apr 27, 2020",3.028
Malaysia,MYS,"Apr 28, 2020",3.059
Malaysia,MYS,"Apr 29, 2020",3.09
Malaysia,MYS,"Apr 30, 2020",3.09
Malaysia,MYS,"May 1, 2020",3.151
Maldives,MDV,"May 1, 2020",1.85
Mali,MLI,"Apr 1, 2020",0.049
Mali,MLI,"Apr 2, 2020",0.049
Mali,MLI,"Apr 3, 2020",0.148
Mali,MLI,"Apr 4, 2020",0.148
Mali,MLI,"Apr 5, 2020",0.148
Mali,MLI,"Apr 6, 2020",0.247
Mali,MLI,"Apr 7, 2020",0.247
Mali,MLI,"Apr 8, 2020",0.247
Mali,MLI,"Apr 9, 2020",0.346
Mali,MLI,"Apr 10, 2020",0.346
Mali,MLI,"Apr 11, 2020",0.346
Mali,MLI,"Apr 12, 2020",0.444
Mali,MLI,"Apr 13, 2020",0.444
Mali,MLI,"Apr 14, 2020",0.494
Mali,MLI,"Apr 15, 2020",0.642
Mali,MLI,"Apr 16, 2020",0.642
Mali,MLI,"Apr 17, 2020",0.642
Mali,MLI,"Apr 18, 2020",0.642
Mali,MLI,"Apr 19, 2020",0.642
Mali,MLI,"Apr 20, 2020",0.691
Mali,MLI,"Apr 21, 2020",0.691
Mali,MLI,"Apr 22, 2020",0.691
Mali,MLI,"Apr 23, 2020",0.839
Mali,MLI,"Apr 24, 2020",1.037
Mali,MLI,"Apr 25, 2020",1.037
Mali,MLI,"Apr 26, 2020",1.037
Mali,MLI,"Apr 27, 2020",1.136
Mali,MLI,"Apr 28, 2020",1.136
Mali,MLI,"Apr 29, 2020",1.185
Mali,MLI,"Apr 30, 2020",1.235
Mali,MLI,"May 1, 2020",1.284
Malta,MLT,"Apr 9, 2020",2.265
Malta,MLT,"Apr 10, 2020",4.53
Malta,MLT,"Apr 11, 2020",4.53
Malta,MLT,"Apr 12, 2020",6.794
Malta,MLT,"Apr 13, 2020",6.794
Malta,MLT,"Apr 14, 2020",6.794
Malta,MLT,"Apr 15, 2020",6.794
Malta,MLT,"Apr 16, 2020",6.794
Malta,MLT,"Apr 17, 2020",6.794
Malta,MLT,"Apr 18, 2020",6.794
Malta,MLT,"Apr 19, 2020",6.794
Malta,MLT,"Apr 20, 2020",6.794
Malta,MLT,"Apr 21, 2020",6.794
Malta,MLT,"Apr 22, 2020",6.794
Malta,MLT,"Apr 23, 2020",6.794
Malta,MLT,"Apr 24, 2020",6.794
Malta,MLT,"Apr 25, 2020",6.794
Malta,MLT,"Apr 26, 2020",9.059
Malta,MLT,"Apr 27, 2020",9.059
Malta,MLT,"Apr 28, 2020",9.059
Malta,MLT,"Apr 29, 2020",9.059
Malta,MLT,"Apr 30, 2020",9.059
Malta,MLT,"May 1, 2020",9.059
Mauritania,MRT,"Apr 3, 2020",0.215
Mauritania,MRT,"Apr 4, 2020",0.215
Mauritania,MRT,"Apr 5, 2020",0.215
Mauritania,MRT,"Apr 6, 2020",0.215
Mauritania,MRT,"Apr 7, 2020",0.215
Mauritania,MRT,"Apr 8, 2020",0.215
Mauritania,MRT,"Apr 9, 2020",0.215
Mauritania,MRT,"Apr 10, 2020",0.215
Mauritania,MRT,"Apr 11, 2020",0.215
Mauritania,MRT,"Apr 12, 2020",0.215
Mauritania,MRT,"Apr 13, 2020",0.215
Mauritania,MRT,"Apr 14, 2020",0.215
Mauritania,MRT,"Apr 15, 2020",0.215
Mauritania,MRT,"Apr 16, 2020",0.215
Mauritania,MRT,"Apr 17, 2020",0.215
Mauritania,MRT,"Apr 18, 2020",0.215
Mauritania,MRT,"Apr 19, 2020",0.215
Mauritania,MRT,"Apr 20, 2020",0.215
Mauritania,MRT,"Apr 21, 2020",0.215
Mauritania,MRT,"Apr 22, 2020",0.215
Mauritania,MRT,"Apr 23, 2020",0.215
Mauritania,MRT,"Apr 24, 2020",0.215
Mauritania,MRT,"Apr 25, 2020",0.215
Mauritania,MRT,"Apr 26, 2020",0.215
Mauritania,MRT,"Apr 27, 2020",0.215
